scenario,period,line_name,pattern,model_count,baseline_gwh_mean,annual_counterfactual_gwh_mean,annual_change_gwh_mean,annual_change_gwh_p10,annual_change_gwh_p90,annual_change_pct_mean,annual_change_pct_p10,annual_change_pct_p90
ssp585,2030s,古国线(462),Pattern 1,33,9.350197017693151,9.485960238191327,0.13576322049817274,0.09327198481776876,0.18335489041472028,1.4524557982021864,0.9980249324149639,1.9836881335309702
ssp585,2030s,古沙线(454),Pattern 2,33,13.924451309027944,14.936043832665389,1.0115925236374441,0.6245275669896379,1.422747375771591,7.267436837239368,4.4780993207589175,10.195312623671972
ssp585,2030s,古瑞二回(464),Pattern 1,33,2.1605401044240966,2.189877345734184,0.029337241310087286,0.019944197231976282,0.03941133630920765,1.358315112272498,0.9216196863308462,1.8342469670408055
ssp585,2030s,古瑞线(455),Pattern 1,33,11.418334518809994,11.578562921362625,0.1602284025526292,0.10628631439714219,0.2178107080084622,1.4037769777840141,0.9312752427499176,1.931767157028628
ssp585,2030s,古铁线(458),Pattern 2,33,1.8144646746021729,1.9424400277107994,0.12797535310862668,0.07894814749916174,0.17694978990643592,7.055266446332352,4.339910630783896,9.809415042825941
ssp585,2030s,后关线（461）,Pattern 1,33,6.361218268489793,6.456857287515605,0.09563901902581148,0.06231191622182067,0.13360261125344,1.5040943328930085,0.9779617314616798,2.119748210538152
ssp585,2030s,后桥线（455）,Pattern 2,33,5.753949280843525,6.085690186994562,0.33174090615103635,0.1781123806402632,0.47928194776424865,5.767552910405525,3.0865498433701535,8.449582462976492
ssp585,2030s,后紫线（462）,Pattern 1,33,14.672169668954739,14.85839122369894,0.18622155474420232,0.10570993835614764,0.2604090943431707,1.2697888079186237,0.7189109550331733,1.7971175465467137
ssp585,2030s,后铁线（454）,Pattern 1,33,9.817839935589976,9.955515491503608,0.13767555591363095,0.08915290991765408,0.18517993841928948,1.4028719910281724,0.9067058467313402,1.8967507857520056
ssp585,2030s,周医一回(464),Pattern 1,33,2.292291215399628,2.3174601629469636,0.025168947547335237,0.017485943941062253,0.034376346093152814,1.098311671944741,0.7640299599140619,1.500732588271138
ssp585,2030s,周医二回(468),Pattern 2,33,1.4349769411070206,1.5379241306136355,0.102947189506615,0.06231935249386524,0.14486374394853607,7.176340689599776,4.333659029029796,10.117082279124833
ssp585,2030s,周家坝一回(456),Pattern 2,33,5.973844360728567,6.580574970533776,0.606730609805209,0.3973665547640842,0.8635497575881276,10.159954848896207,6.640588391143338,14.423920158391313
ssp585,2030s,周柳线(452),Pattern 1,33,5.313581914192022,5.391736255572341,0.07815434138032003,0.056815000306381654,0.10729014148103423,1.4713202029098607,1.0675642311297922,2.020334212395491
ssp585,2030s,周铁一回(459),Pattern 2,33,2.186870434816613,2.336971186694324,0.15010075187771135,0.09234100217791873,0.20889086081471725,6.865549212805208,4.227120114372183,9.556417948757126
ssp585,2030s,壤杨线（456）,Pattern 2,33,4.869293023312023,5.207666139580391,0.3383731162683686,0.2171667378717134,0.4678344288030198,6.951378826893704,4.449802599248765,9.586982796731599
ssp585,2030s,壤武线（453）,Pattern 2,33,1.79206808179062,1.9200371397675342,0.12796905797691416,0.08586101788290677,0.18601936289917426,7.143231176026698,4.783145964199768,10.360403790047497
ssp585,2030s,壤武线（457）,Pattern 2,33,3.8593966325834868,4.149466569790088,0.2900699372066027,0.1897842848113095,0.39966028117677016,7.518453254410876,4.9098988455484065,10.333861883460944
ssp585,2030s,壤渡线（454）,Pattern 1,33,2.901410554103343,2.9431291402091575,0.04171858610581408,0.03054786109944505,0.055737972425106794,1.438387109312613,1.051550762163526,1.945563259756098
ssp585,2030s,壤电线（458）,Pattern 2,33,0.08733416539561005,0.09472446462949138,0.007390299233881343,0.005176115396399081,0.010010859886700096,8.465442798298778,5.917017793274484,11.441080240733752
ssp585,2030s,大三一回（456）,Pattern 1,33,9.373077833597316,9.511364363035476,0.13828652943815845,0.09979717300837343,0.18338789604277228,1.4757987287931091,1.0624921777526593,1.9530482176103934
ssp585,2030s,大三二回（478）,Pattern 1,33,12.612375193325754,12.811603945869523,0.19922875254376857,0.1404600718083537,0.2639376143982171,1.5801572566661444,1.1113266271526863,2.0877186257393725
ssp585,2030s,大医线（453）,Pattern 2,33,13.018585667148479,14.007155327743753,0.9885696605952756,0.6589512504859314,1.366725533941901,7.59610981067549,5.063944410901226,10.504549116835111
ssp585,2030s,大周线(451),Pattern 2,33,4.748408303995022,5.110796193725808,0.36238788973078645,0.233322425096734,0.5025660504006871,7.635228658859352,4.901073586178885,10.60757286124781
ssp585,2030s,大安二回（459）,Pattern 2,33,10.013541648789085,10.813210022239554,0.7996683734504696,0.5251944680800009,1.0881872297054316,7.9884628750008675,5.242568948289211,10.870437830302254
ssp585,2030s,大安线（461）,Pattern 2,33,7.612839656794009,8.209732254046038,0.5968925972520316,0.3882629855379024,0.8066562040192516,7.843335370904094,5.102807525593333,10.602687563095289
